product,tweet_poster,tweet_mention,tweet_date,tweet_text,num_comments,num_retweets,num_likes,num_views,,,
Binding Machine Supplies,HuckleberryArts,@HuckleberryArts,"Oct 22, 2009",Added a binding machine and Block supplies to the Blog http://hucksyardsale.blogspot.com/,0,0,0,0,,,
Things To Do Today Pad,jean ramsey FCCT,@jramseycoaching,Feb 2,"#3goodthings 1. My running buddy is back !2. Love my Things to do today Pukka Pad. shock horror sold outbut when l came back into town because l had left my passport at home, they were in sainsburys £1 each 3. Did draft of LI post for group coaching!",1,0,3,188,,,
Things To Do Today Pad,Tonnie,@2INTMD8,Feb 26,Had a very long list of things to do today Was fixing BST  spinach ) sandwich at 6am Had massive muscle spasm in back putting stuff in fridge... Been on couch with heating pad last 4 hours  No list work today,2,0,0,79,,,
Things To Do Today Pad,Tompearce78,@tompearce78,Feb 21,Replying to @jibberbcfc,0,0,0,71,,,
Things To Do Today Pad,Cricket,@CricketWormwood,Feb 6,physically yes i may have things to do but mentally today i am just a little cartoon frog. i’m sitting on a lily pad in the rain watching the fireflies go by with not a care in the world. yeah so what,0,0,1,22,,,
Things To Do Today Pad,Myka,@LadyMicah,Mar 15,I have like a zillion things to do today……..and this #FibromyalgiaFlare #fibro #fibroflare is screaming for me to cancel EVERYTHING & rest in bed w/my heating pad & snuggly warm blanket. Being still awake at 4:32AM & only a tiny amount of time to sleep before needing 2 wake-up,2,0,1,24,,,
Things To Do Today Pad,Kenyatta_OKeefe22fhOUn,@okeefe22fhoun,Jan 2,"To Do List Notepad: Things To Do Today Pad, 8 5 x 8 5 Inch, 55 Sheets | To Do List Planner Notebook for Tasks Checklist, Goal EUTCGKAhttps://amazon.com/dp/B09ZDWCGDX?tag=kozeyzolatparker-20…",0,0,0,3,,,
Things To Do Today Pad,Saige_Botsford2AyD,@botsford2ayd,"Dec 27, 2022","To Do List Notepad: Things To Do Today Pad, 8 5 x 8 5 Inch, 55 Sheets | To Do List Planner Notebook for Tasks Checklist, Goal G82BDGOhttps://amazon.com/dp/B09ZDWCGDX?tag=murazikadelbert-20…",0,0,0,9,,,
Xerox 1923,renegade_swecha,@RenegadeSurya,"Jul 24, 2010",Replying to @ssrajamouli,0,0,0,0,,,
Xerox 1923,Octaviano Moniz,@Octaviano,"Jan 22, 2012","@USAgov @VERISIGN @Xerox @ZetaInteractive President Calvin Coolidge (1923-29):""The business of the USA is business""",0,0,0,0,,,
Xerox 1923,Sharon Stout,@minininnie08,"Nov 30, 2010",Genuine Xerox 016-1923-00 Magenta Toner Imaging Drum Unit :: Discounted,0,0,0,0,,,
Xerox 1923,Jayashree Swaminatha,@healthobsessd,"Jan 31, 2012",Genuine NEW Xerox 016-1923-00 Magenta Toner Imaging Drum Unit: Genuine brand new Xerox 016-1923-00 magenta toner... http://amzn.to/sC4FTt,0,0,0,0,,,
Xerox 1923,Ronnel Bedaña,@ronstylistic,"Jun 15, 2012",Genuine NEW Xerox 016-1923-00 Magenta Toner Imaging Drum Unit: Genuine brand new Xerox 016-1923-00 magenta toner... http://amzn.to/NsG3hP,0,0,0,0,,,
Xerox 1923,PC Bargains,@PC_Bargains,"Jan 3, 2014",Xerox Phaser 2135 Magenta Imaging Drum 016-1923-00 New! $89.99 http://bit.ly/19Pm5ae #scanner #desktop,0,0,0,0,,,
Xerox 1923,Nicholas McGowan,@Pinnaclemicro,"Mar 14, 2012",Xerox 016-1923-00 new 016192300 drum imaging magenta phaser 2135 http://p.ost.im/p/eCXJTC,0,0,0,0,,,
Xerox 1923,Fernando Herrera,@ferpretelt,"Jun 5, 2013","Xerox Printers DRUM IMAGING MAGENTA ( 016-1923-00 ): Xerox 016192300, Magenta Imaging Drum for Xerox Phaser 21... http://amzn.to/181W9ZV",0,0,0,0,,,
Xerox 1923,ALICE MA.,@ALICEMA5,"Oct 17, 2012","Xerox Printers DRUM IMAGING MAGENTA ( 016-1923-00 ): Xerox 016192300, Magenta Imaging Drum for Xerox Phaser 2135... http://amzn.to/WxkT3L",0,0,0,0,,,
Xerox 1923,Find Inkjet,@findinkjet,"Aug 14, 2009",Genuine Xerox 016 1923 00 Magenta Toner Imaging Drum Unit:  Genuine brand new Xerox 016 1923 00 magenta ton.. http://bit.ly/bFzdq,0,0,0,0,,,
Xerox 1923,Find Inkjet,@findinkjet,"Sep 4, 2010",Xerox Tektronix Phaser 016 1923 00 Magenta Imaging Drum 016192300:  Genuine Xerox brand magenta imaging drum. Appr... http://bit.ly/ap3CMR,0,0,0,0,,,
Xerox 1923,Computer Deals,@Computers_Deals,"Oct 21, 2013",New Genuine Xerox Phaser 2135 (016-1923-00 & 016-1922-00) MC Imaging Drum ~ 2 $180.00 http://bit.ly/1b70GaB #computer #pc,0,0,0,0,,,
Xerox 1923,Tablets On Sale,@TabletsOnSale,"Oct 21, 2013",New Genuine Xerox Phaser 2135 (016-1923-00 & 016-1922-00) MC Imaging Drum ~ 2 $180.00 http://bit.ly/1b702tI #pc #printer,0,0,0,0,,,
Xerox 1923,Anne Gordons,@AnneGordons,"Oct 18, 2012","Xerox Printers DRUM IMAGING MAGENTA ( 016-1923-00 ): Xerox 016192300, Magenta Imaging Drum for Xerox Phaser 2135... http://amzn.to/n3tsaH",0,0,0,0,,,
Xerox 1923,Dunia Dalam Sejarah,@KelasSejarah,"Mar 24, 2014",Replying to @indah_karpet,0,0,0,0,,,
Xerox 1923,Ann Masten,@CPLRgal,"Oct 29, 2020",Replying to @NikkiMcR,0,0,1,0,,,
Xerox 1923,Margaret Bendetti,@MargaretBendett,"Oct 18, 2011",Xerox Printers DRUM IMAGING MAGENTA ( 016-1923-00 ) http://amzn.to/mUBzhT,0,0,0,0,,,
Xerox 1923,COL LAMBA(one man army ),@collamba,"Jun 14, 2020",My viewsA) Nepal is not holding original of any two important treaties . Xerox or photostats are not recognised.B) British Nepal treaty of accession 1816 if taken as base of boundaries .Nepal got independence In 1923 & India in 1947 & area further strengthen boundary lines,1,0,0,0,,,
Xerox 1923,Christian,@crystiannnn,"Dec 13, 2015",Replying to @DiegodeValfenda,1,0,0,0,,,
Xerox 1931,LyndaTyree,@LyndaTyree,"Jun 2, 2015",xerox 1931 http://mobpuspoi.inedelya.ru/26878.html #1931 #xerox Драйверы,0,0,0,0,,,
Xerox 1931,ShanahanFae,@ShanahanFae,"May 18, 2015",xerox 1931 http://stybelaprog.vorcutincy.ru/24813.html #Драйверы #1931 Драйверы,0,0,0,0,,,
Xerox 1931,WainwrightDowman,@WainwrightDowma,"Apr 21, 2015",xerox 1931 http://mobdefemo.uzhi.ru/1583.html #Драйверы Драйверы,0,2,0,0,,,
Xerox 1931,JessicaLawson,@Jessica04468425,"May 29, 2015",xerox 1931 http://stydipuwitt.smkn4plg.sch.id/6252.html #xerox #Драйверы Драйверы,0,0,0,0,,,
Xerox 1931,DorseyCastaneda,@DorseyCastaneda,"Apr 21, 2015",xerox 1931 http://busehlaback.itarea.org/5006-drayveri-xerox-1931.html… #Драйверы Драйверы,0,1,0,0,,,
Xerox 1931,DallasVideoFest,@DallasVideoFest,"Aug 4, 2018"," thunderstruck9: Barbara T. Smith (American, b. 1931), Pink, 1965. Xerox prints, 150 × 100 cm.... https://tmblr.co/ZSHl2g2aUnpMB",0,0,0,0,,,
Xerox 1931,எஸ்.வி. ஜெயபாபு,@s_jayababu,"Nov 25, 2019","If you want to get information about the film, such as photos of the cinema month magazine published in the old Tamil cinema,(பழைய தமிழ் சினிமா 1931 to 2019 ) contact XeroxS. V. JayababuPh. 9840829429",0,0,0,0,,,
Xerox 1931,xosexerox,@Xose_Xerox,"Oct 25, 2016",watching Night Raid 1931,0,0,0,0,,,
Xerox 1931,Reza Pars,@RezaPars,Feb 8,Today's Birthdays Wed Feb 8 2023 : SC-FI writer Jules Verne in 1828 Chester Carlson (inventor of the Xerox copying process) in 1906 actor Lana Turner in 1921 actor Audrey Meadows in 1922 actor Jack Lemmon in 1925 (pic) actor James Dean in 1931 #OnThisDay #OTD 1/4,0,0,0,53,,,
Xerox 1931,Neyra,@neyracenter,"Feb 8, 2017","• En un día como hoy...→ ...pero en 1906 nació Chester Carlson, fundador de XeroxEn 1931 descubrió un material... http://fb.me/2FR09ErIC",0,0,0,0,,,
Xerox 1931,patricia,@yanet_63,"Aug 9, 2012",se llama Xerox y fue inventada 1931,0,0,0,0,,,
Xerox 1931,Mario Enrique,@carson_leph,"Feb 9, 2020","hoy, pero en 1906; nacía Chester Carlson. fue físico e inventor de la electrofotografía. creó la empresa Xerox. en 1931 descubrió un material fotoconductor que se cargaba de electricidad estática sólo en las zonas iluminadas, lo que le llevó a desarrollar la fotocopiadora.",0,0,0,0,,,
Gear Head AU3700S Headset,Sampheap,@soweic,"Feb 4, 2017",Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S) http://tortlay.com/?p=23397,0,0,0,0,,,
Gear Head AU3700S Headset,Dishwasher USA,@etoraiadraild,"Nov 4, 2011",-> Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S) to Enjoy Savings And Selection http://gebuiltin.portabledi,0,0,0,0,,,
Gear Head AU3700S Headset,Portable Audio,@PortableAudio1,"Dec 17, 2013",Gear Head Multimedia Headset with Microphone Universal Connectors (AU3700S) $15.00 http://bit.ly/1hgDVEU #headphones #audio,0,0,0,0,,,
Gear Head AU3700S Headset,Portable Audio,@PortableAudio1,"Nov 17, 2013",Gear Head Multimedia Headset with Microphone Universal Connectors (AU3700S) $15.00 http://bit.ly/1cCgO4H #audio #electronics,0,0,0,0,,,
Gear Head AU3700S Headset,Ivory Maggio,@itikyzah,"May 12, 2012","Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S): Mono Headset with Microphone, Fea... http://amzn.to/HiCst1",0,0,0,0,,,
Gear Head AU3700S Headset,Rudolf Decker,@initer224,"May 25, 2012","Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S): Mono Headset with Microphone, Fea... http://tinyurl.com/7uhn5ez",0,0,0,0,,,
Gear Head AU3700S Headset,Eustace Pina,@litedwa506,"Mar 25, 2012","Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S): Mono Headset with Microphone, Fea... http://tinyurl.com/7uhn5ez",0,0,0,0,,,
Gear Head AU3700S Headset,Beaulah Schuster,@panqaii2,"May 28, 2012","Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S): Mono Headset with Microphone, Fea... http://amzn.to/HiCst1",0,0,0,0,,,
Gear Head AU3700S Headset,All Radios,@RadiosAll,"Aug 31, 2013",Gear Head AU3700S Headset Stereo Phone 32 Ohm 50 Hz 20 kHz Ear cup 6ft Cable $13.92 http://bit.ly/17v599d #radio,0,0,0,0,,,
Gear Head AU3700S Headset,All Radios,@RadiosAll,"Jul 4, 2013",Gear Head TM Universal Multimedia Headset with Microphone #:AU3700S $14.99 http://bit.ly/18yvTGa #radios,0,0,0,0,,,
Gear Head AU3700S Headset,FindThe.Top,@FindThe_Top,"Jan 25, 2018",Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S) https://mobilepricelab.com/gear-head-multimedia-headset-with-microphone-universal-connectors-au3700s/…,0,0,0,0,,,
Gear Head AU3700S Headset,Lawrence Pavilionis,@LPavilionis,"Apr 29, 2020","MultiMedia Headset with Microphone, Universal, #AU3700S, Gear Headhttps://webstore.com/id=100320315",0,0,0,0,,,
Gear Head AU3700S Headset,SuperShoppingNetwork,@supsn_com,"Aug 16, 2012",Buycom DEALS - $8 Gear Head AU3700S Multimedia Headset w/ Microphone HOT #Buycom #deals #coupons At http://supsn.com/u/62865,0,0,0,0,,,
Gear Head AU3700S Headset,Lacie M,@LacieM2,"Jul 10, 2014",http://amzn.to/1n8hxxJ #6: Gear Head Multimedia Headset with Microphone (Universal Connectors) (AU3700S)Gear ...,0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Wiley94,@Wiley941,"Dec 18, 2022","Wilson Jones : Legal Size 4-Ring Binder, 14 x 8-1/2, 2in Capacity, Black -:- Sold as 2 Packs of - 1 - / - Total of 2 Each EK2BJD9https://amazon.com/dp/B002ZZ9ZAE?tag=thevillages01-20…",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Office Supplies,@OfficeSuppliesO,"Aug 5, 2011","Wilson Jones Legal Size Vinyl 4-Ring Binder, 2-Inch Capacity, 14 x 8.5 Inch Sheet Size, Black… http://goo.gl/fb/qTlJX",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Scanner Kidz,@scannerkidz,"Jan 14, 2012","Wilson Jones Legal Size Vinyl 4-Ring Binder, 2-Inch Capacity, 14 x 8.5 Inch Sheet Size, Black (W70300): Wilson J... http://amzn.to/y3qaug",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,OfficeElectronics,@OfficeElectroni,"Dec 12, 2011","http://bit.ly/sRyKqx Wilson Jones Legal Size Vinyl 4-Ring Binder, 2-Inch Capacity, 14 x 8.5 Inch Sheet Size, Black (W70300)",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Shank Hauser,@ShankHauser,"May 8, 2012","Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring Binders -... http://tinyurl.com/7bj2xo7",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Scanner Kidz,@scannerkidz,"Jul 17, 2012","Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring Binders -... http://amzn.to/mYTM2A",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,specialdeals,@specialdeals2,"Sep 22, 2012","Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring Binders -... http://amzn.to/SguXxR",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,JohnHenry,@johnhenry1123,"Apr 25, 2012","Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring Binders -... http://tinyurl.com/7l5jewo",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,tiger,@tgrbizz,"Oct 8, 2012","YOUR BEST Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring... http://amzn.to/VOKeWK",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Becky Calderson,@BeckyCaldersonr,"Apr 10, 2012","http://q.gs/16n5t Wilson Jones Legal Size Vinyl 4-Ring Binder, 2-Inch Capacity, 14 x 8.5 Inch Sheet Size, Blac... http://amzn.to/vtjpih",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,SupplyGeeks,@SupplyGeeks,"Mar 11, 2013","Deal Of The Day: Standard ring binder too small? Get a Wilson Jones Legal-Size Vinyl Ring Binder. 43% off list, too! http://goo.gl/lJw5r",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Teach you something,@DanVevo,"Sep 9, 2011","Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring Binders ... http://amzn.to/pG0IEJ",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Devona Lambes,@DevonaLambes,"Apr 17, 2012","Wilson Jones Legal Size Vinyl 4-Ring Binder, 2-Inch Capacity, 14 x 8.5 Inch Sheet Size, Black (W70300): Wilson J... http://amzn.to/IBvMqA",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,James Crew,@jjcrew12,"Apr 17, 2013","Wilson Jones 2"" Black Legal Size Vinyl Ring Binders - 6pk: Wilson Jones 2"" Black Legal Size Vinyl Ring Binders... http://tinyurl.com/dyga5t5",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Freddy Bennet,@FreddyBennet,"May 23, 2013","Wilson Jones 2"" Black Casebound 14"" x 8.5"" Ring Binders - 12pk: Wilson Jones 2"" Black Casebound Legal Size Rin... http://amzn.to/pxHcPv",0,0,0,0,,,
Wilson Jones Legal Size Ring Binders,Amara45YDMNL,@AYdmnl,Jan 1,"Wilson Jones : Legal Size 4-Ring Binder, 14 x 8-1/2, 2in Capacity, Black -:- Sold as 2 Packs of - 1 - / - Total of 2 Each TDHCIVOhttps://amazon.com/dp/B002ZZ9ZAE?tag=cronindejahamie66-20…",0,0,0,5,,,
Polycom CX600 IP Phone VoIP phone,Electronics Time,@Electronic_Time,"Aug 27, 2013","Polycom CX600 IP Phone - Cable - Wall Mountable, Desktop - VoIP - USB - PoE P... $305.87 http://bit.ly/179zn1p #phones #headset",0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,buycom hotdeal,@buy_com_hotdeal,"Jun 15, 2011","#bhd_shaker in Electronics (up 17,767%) Polycom CX600 IP Phone - Wired - Wall-mountable, Desktop - VoIP - USB ... http://tinyurl.com/3nlz7z4",0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,Keep Canada,@KeepDotCa,"Dec 23, 2012",Polycom CX600 IP Phone – VoIP phone – $271.99: The Polycom CX600 IP phone delivers all the features... http://bit.ly/WFwwbo #keep #deals,0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,voiceovertweets,@voiceovertweets,"Sep 8, 2012",Polycom Phone Buy Now From AMAZON US is.gd Product Description Polycom Phone Product Name: CX600 IP Phone. Market http://bit.ly/OhbDzT #voip,0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,Inso30,@Inso30,"Feb 6, 2016",Lot 2 Polycom CX600 Business Office VoIP IP Display Phone 2201-15942-001 PARTS:  $38.99End Date: Friday Feb-5-... http://ebay.to/1VXnVLG,0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,Jim Magicguy,@magicguynet,"Apr 11, 2018",*NEW* Polycom CX600 IP VoIP Office Phone 2200-15987-025 NIB http://dlvr.it/QPBVqf,0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,Jim Magicguy,@magicguynet,"Mar 12, 2018",*NEW* Polycom CX600 IP VoIP Office Phone 2200-15987-025 NIB http://dlvr.it/QKhjt1,0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,Jim Magicguy,@magicguynet,"Feb 10, 2018",*NEW* Polycom CX600 IP VoIP Office Phone 2200-15987-025 NIB http://dlvr.it/QFpkmH,0,0,0,0,,,
Polycom CX600 IP Phone VoIP phone,Jim Magicguy,@magicguynet,"Jan 10, 2018",*NEW* Polycom CX600 IP VoIP Office Phone 2200-15987-025 NIB http://dlvr.it/Q9hCsY,0,0,0,0,,,
Maxell 4.7GB DVD-R,Dina beauty,@dinabeauty,"Mar 13, 2012",Maxell 25PK DVD-R 4.7GB MAXELL BRANDED (Memory & Blank Media / Optical CD & DVD): 25PK DVD-R 4.7GB MAXELL BRANDE... http://amzn.to/zxOy6L,0,0,0,0,,,
Maxell 4.7GB DVD-R,Gadget Hunter,@Daily_Find,"Jul 6, 2009",New Bargain: Maxell DVD-R 4.7GB 16x Media - 100 pack: Maxell DVD-R 4.7GB 16x Media - 100 pack is go.. http://tinyurl.com/prevuv,0,0,0,0,,,
Maxell 4.7GB DVD-R,Catherine,@kitten_cath,"Mar 21, 2011","Samsung Maxell 8X DVD-R 4.7GB 10Pack laptop: Maxell 8X DVD-R 4.7GB 10Pack, 10 pack spindle of DVD-Rs / 4.7... http://tinyurl.com/48hasav",0,0,0,0,,,
Maxell 4.7GB DVD-R,Small Appliance,@elecsmappliance,"Jun 8, 2012","WoW!: Maxell DVD-R 5PK 4.7GB DVD-R, 5 Pack Reviews http://datsmedia.electricsmallappliances.com/maxell-dvd-r-5pk-4-7gb-dvd-r-5-pack-reviews/…",0,0,0,0,,,
Maxell 4.7GB DVD-R,angela smith,@angels668,"Apr 2, 2011","Lg Maxell 8X DVD-R 4.7GB 10Pack laptop: Maxell 8X DVD-R 4.7GB 10Pack, 10 pack spindle of DVD-Rs / 4.7GB or over 2... http://adf.ly/13a57",0,0,0,0,,,
Maxell 4.7GB DVD-R,Lloyd Johns,@nomydyri,"Sep 3, 2012",Maxell - 100 x DVD-R - 4.7 GB 16x - spindle - storage media (Electronics): Maxell 4.7GB DVD-R discs are perfect ... http://amzn.to/zk6nK4,0,0,0,0,,,
Maxell 4.7GB DVD-R,Sydney McKenzie,@worqap311,"Jun 1, 2012",Maxell - 100 x DVD-R - 4.7 GB 16x - spindle - storage media (Electronics): Maxell 4.7GB DVD-R discs are perfect ... http://amzn.to/zk6nK4,0,0,0,0,,,
Maxell 4.7GB DVD-R,Lurline Rice,@racycmedyy00,"Jun 5, 2012",Maxell - 100 x DVD-R - 4.7 GB 16x - spindle - storage media (Electronics): Maxell 4.7GB DVD-R discs are perfect ... http://amzn.to/zk6nK4,0,0,0,0,,,
Maxell 4.7GB DVD-R,Small Appliance,@elecsmappliance,"Jun 4, 2012","WoW!: Maxell DVD-R 5PK 4.7GB DVD-R, 5... …http://floppydiskettes.electricsmallappliances.com/maxell-dvd-r-5pk-4-7gb-dvd-r-5-pack-on-sale/…",0,0,0,0,,,
Maxell 4.7GB DVD-R,Small Appliance,@elecsmappliance,"Jun 14, 2012","WoW!: Maxell DVD-R 5PK 4.7GB DVD-R, 5 Pack... …http://dvd-rwdiscs.electricsmallappliances.com/maxell-dvd-r-5pk-4-7gb-dvd-r-5-pack-reviews/…",0,0,0,0,,,
Maxell 4.7GB DVD-R,ItsLasher,@_ItsLasher_,"Aug 3, 2010",{NEWEGG} 200 maxell 4.7GB 16X DVD-R 100 Packs Cake Box Disc Model 638014 $34+F/S: 200 maxell… http://goo.gl/fb/FwohR,0,0,0,0,,,
Maxell 4.7GB DVD-R,Joe S. Chartier,@treeavacc,"Oct 10, 2009",#4: Maxell 4.7GB DVD-R General Use Recordable Disc (10-Pack) http://ff.im/9zzYg,0,0,0,0,,,
Maxell 4.7GB DVD-R,Verónica,@amazonsales25,"Mar 12, 2013","Maxell® DVD-R Discs, 4.7GB, 16x, with Jewel Cases, Gold, Five/Pack: Maxell® DVD-R Discs, 4.7GB, 16x, with Jewe... http://amzn.to/10GjGff",0,0,0,0,,,
Maxell 4.7GB DVD-R,Ok,@OkOk8,"Mar 25, 2011","Maxell Maxell 8X DVD-R 4.7GB 10Pack dvd: Maxell 8X DVD-R 4.7GB 10Pack, 10 pack spindle of DVD-Rs / 4.7GB or ove... http://amzn.to/gmV72z",0,0,0,0,,,
Maxell 4.7GB DVD-R,Online Shopping Zone,@BestBuy24hours,"Mar 11, 2011",Lowest Price Samsung Maxell 8X DVD-R 4.7GB 10Pack laptop Special price: Discount Samsung Maxell 8X DVD-R 4.7GB 1... http://bit.ly/hNJVSd,0,0,0,0,,,
Maxell 4.7GB DVD-R,Stacy,@funky_stacy,"Apr 10, 2011","Compaq Maxell 8X DVD-R 4.7GB 10Pack laptop: Maxell 8X DVD-R 4.7GB 10Pack, 10 pack spindle of DVD-Rs / 4.7GB or ... http://amzn.to/gDZqa4",0,0,0,0,,,
Maxell 4.7GB DVD-R,NailedDeals.com,@NailedDeals,"May 10, 2011",Maxell 4.7GB 16X DVD-R 100 Packs Cake Box Disc Model 638014 for $15.99 and Free Shipping from Newegg http://bit.ly/iTIiaH,0,0,0,0,,,
Maxell 4.7GB DVD-R,Photo Fan,@digitalcamerama,"Apr 18, 2011","Maxell DVD-R 5PK 4.7GB DVD-R, 5 Pack: At Maxell, the priority is delivering the highest quality products availa... http://amzn.to/fy3OA7",0,0,0,0,,,
Maxell 4.7GB DVD-R,HOT DEALS,@AFashion30,"Jul 20, 2016",Daily Deals USA : maxell 4.7GB 16X DVD-R 50 Packs Disc Model 638011 http://dlvr.it/Lr9mky #5778,0,0,0,0,,,
Maxell 4.7GB DVD-R,brent Wilkins,@telecomnews4u,"Oct 21, 2010",Maxell DVD-R General 4.7Gb Jcase Pk5: Maxell DVD-R General in jewel case. Write once DVD compatible up to 8x speed... http://bit.ly/9s0gSo,0,0,0,0,,,
OtterBox Commuter Series Case - iPhone 5 & 5s,Crazy by Deals,@crazybydeals,"Jan 18, 2018",OtterBox COMMUTER SERIES Case for iPhone 5/5s/SE - Retail Packaging - BLACK  $13.00  Only  https://goo.gl/KFmRkr**63% OFF!**,0,0,0,0,,,
OtterBox Commuter Series Case - iPhone 5 & 5s,Raiwji Pautro,@Raiwji__Pautro,"Mar 12, 2016",OtterBox Commuter Series Case for iPhone 5/5S - Black (39120BBR) - Bid Now! Only $10.0 http://ift.tt/1pcplY0,0,0,0,0,,,
OtterBox Commuter Series Case - iPhone 5 & 5s,Raiwji Pautro,@Raiwji__Pautro,"Jan 31, 2016",Otterbox Commuter Series Case - iPhone 5 5S - Gray & White - Bid Now! Only $5.5 http://ift.tt/1WVouXp,0,0,0,0,,,
OtterBox Commuter Series Case - iPhone 5 & 5s,Temple of Boom,@TheTempleOfBoom,"Aug 27, 2018",  OtterBox COMMUTER SERIES Case for iPhone 5/5s/SE - BAHAMA WA  ONLY $12.52   Save 64% today! Click here: https://amzn.to/2vJJj2o @FlyRts @GFXCoach @PromoteGamers  @Demented_RTs @Mighty_RTs @LaZy_RTs @BuzztwinBlog @Turbo_RTs @TTurtles_RTs@SGH_RTs,0,1,0,0,,,
Xerox 1985,weirdo,@vg_history,"Nov 10, 2022","'the only known original printed screen shot of maze war in action on the xerox star 8010, provided by dan croghan, playing the game in 1985 or 1986 at xerox' https://mobygames.com/game/maze-war/promo/imageType,1/promoImageId,305416/…",1,62,195,0,,,
Xerox 1985,All my roles,@all_my_roles,Jan 31,"I Have No Hotel and I Must Xerox (TV series 1985-1987)man (1 episode, 1985)",0,0,0,4,,,
Xerox 1985,Riley Cran,@rileycran,"Nov 23, 2022",Me thinking about Pentiment while working on my 1985 Xerox Daybreak.,0,1,17,0,,,
Xerox 1985,RI Computer Museum,@R_I_C_M,"Jun 22, 2020","The Xerox 6085, from 1985.",0,1,3,0,,,
Xerox 1985,Andrew Sheridan,@Sheeridan,"Sep 21, 2011",Replying to @treestman,1,0,0,0,,,
Xerox 1985,Compass Design Studios,@CompassDS,"Dec 7, 2021",Replying to @ucllc @Cadillac and @MotherDesign,0,0,0,0,,,
Xerox 1985,Christian Hujer @christianhujer@mastodon.social,@christianhujer,"Oct 15, 2022",Replying to @filmagnoli and @fasc1nate,6,1,181,0,,,
Xerox 1985,MetaTees,@TeesMeta,"Mar 2, 2015",#tshirt #tee ON SALE Vintage Coed Xerox Softball 1985 SOFT Collegiate Pacific tshirt - Softball - Baseball - Vintag…,0,0,0,0,,,
Hypercom P1300 Pinpad,Office Selling,@nettsocu91,"Jul 31, 2017",#office  HYPERCOM P1300 PINPAD http://officeselling.com/product/hypercom-p1300-pinpad/…,0,0,0,0,,,
Hypercom P1300 Pinpad,C. Chavez,@Card_Merchants,"Aug 22, 2012",Hypercom P1300 Pinpad Hypercom Credit Card Machine Pin Pad w ... http://bit.ly/SUa6Mx,0,0,0,0,,,
Hypercom P1300 Pinpad,Locate Any Business,@LocateBusiness,"Jun 29, 2012","Hypercom P1300 Pin Pad (San Antonio) - $40: New Hypercom model P1300 pinpad, purchased new,never used. Call or c... http://bit.ly/Qwdca6",0,0,0,0,,,
Hypercom P1300 Pinpad,DQT SocialClassified,@DoubleQuicktime,"Mar 17, 2015",Equinox / Hypercom P1300 PINpad (PCI-PED) & Cable for USD19.99 #Business #Industrial #Retail #Hypercom http://doublequicktime.com/item/description/id/68787177…,0,0,1,0,,,
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Metumo_loMwene,@sir_dris,Mar 30,Okay I am done pretending. What does RSVP on those invitation cards mean guys?,2,0,9,1182,,,
